Arizona,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,28,610,"$429,332 ","$52,630,674 ","$59,310,447 ","$3,492,294,758 ",0.78,0.73,0.72,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Colorado,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,24,610,"$3,145,332 ","$52,630,674 ","$197,212,923 ","$3,492,294,758 ",0.52,0.73,1.59,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Connecticut,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,25,610,"$1,570,778 ","$52,630,674 ","$53,811,720 ","$3,492,294,758 ",1.08,0.73,2.92,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Florida,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,15,610,"$519,566 ","$52,630,674 ","$25,108,576 ","$3,492,294,758 ",0.93,0.73,2.07,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Illinois,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,61,610,"$3,815,082 ","$52,630,674 ","$181,073,839 ","$3,492,294,758 ",0.8,0.73,2.11,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Kansas,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,4,610,"$1,856,638 ","$52,630,674 ","$78,154,073 ","$3,492,294,758 ",0.79,0.73,2.38,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Kentucky,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,23,610,"$8,523,180 ","$52,630,674 ","$268,419,291 ","$3,492,294,758 ",0.86,0.73,3.18,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Maryland,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,16,610,"$646,851 ","$52,630,674 ","$69,752,926 ","$3,492,294,758 ",0.76,0.73,0.93,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Mississippi,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,0,610,"$5,105 ","$52,630,674 ","$361,907 ","$3,492,294,758 ",0.82,0.73,1.41,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Missouri,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,8,610,"$133,253 ","$52,630,674 ","$4,116,193 ","$3,492,294,758 ",0.79,0.73,3.24,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Nevada,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,5,610,"$127,645 ","$52,630,674 ","$8,787,436 ","$3,492,294,758 ",0.75,0.73,1.45,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
North Carolina,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,10,610,"$877,969 ","$52,630,674 ","$58,226,969 ","$3,492,294,758 ",0.74,0.73,1.51,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Oregon,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,32,610,"$2,982,343 ","$52,630,674 ","$343,218,788 ","$3,492,294,758 ",0.62,0.73,0.87,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Tennessee,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,7,610,"$517,748 ","$52,630,674 ","$29,833,333 ","$3,492,294,758 ",0.86,0.73,1.74,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Utah,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,6,610,"$856,863 ","$52,630,674 ","$121,847,793 ","$3,492,294,758 ",0.74,0.73,0.7,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Virginia,4112,0,INCANDESCENT LAMP MFG.,Manufacturing,9,610,"$190,693 ","$52,630,674 ","$11,831,563 ","$3,492,294,758 ",0.74,0.73,1.61,1.51,0.7,67%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Alabama,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,23,3837,"$138,219 ","$123,768,754 ","$11,863,170 ","$8,031,533,731 ",0.95,0.7,1.17,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Arizona,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,232,3837,"$3,131,351 ","$123,768,754 ","$511,428,700 ","$8,031,533,731 ",0.7,0.7,0.61,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Arkansas,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,88,3837,"$379,881 ","$123,768,754 ","$30,977,202 ","$8,031,533,731 ",1.16,0.7,1.23,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Colorado,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,241,3837,"$6,558,648 ","$123,768,754 ","$540,002,544 ","$8,031,533,731 ",0.98,0.7,1.21,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Connecticut,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,117,3837,"$1,565,343 ","$123,768,754 ","$112,093,126 ","$8,031,533,731 ",0.99,0.7,1.4,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Florida,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,330,3837,"$15,024,454 ","$123,768,754 ","$715,494,639 ","$8,031,533,731 ",0.89,0.7,2.1,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Illinois,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,216,3837,"$4,955,101 ","$123,768,754 ","$244,166,055 ","$8,031,533,731 ",0.87,0.7,2.03,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Kansas,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,53,3837,"$721,597 ","$123,768,754 ","$48,203,494 ","$8,031,533,731 ",1.06,0.7,1.5,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Kentucky,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,106,3837,"$821,946 ","$123,768,754 ","$47,657,080 ","$8,031,533,731 ",0.91,0.7,1.72,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Maryland,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,87,3837,"$906,329 ","$123,768,754 ","$69,843,818 ","$8,031,533,731 ",0.98,0.7,1.3,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Mississippi,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,60,3837,"$416,136 ","$123,768,754 ","$32,335,575 ","$8,031,533,731 ",0.94,0.7,1.29,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Missouri,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,99,3837,"$4,762,444 ","$123,768,754 ","$266,013,611 ","$8,031,533,731 ",0.88,0.7,1.79,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Montana,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,58,3837,"$531,071 ","$123,768,754 ","$25,328,349 ","$8,031,533,731 ",0.94,0.7,2.1,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Nebraska,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,40,3837,"$431,310 ","$123,768,754 ","$32,971,896 ","$8,031,533,731 ",1.02,0.7,1.31,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Nevada,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,91,3837,"$458,925 ","$123,768,754 ","$38,045,894 ","$8,031,533,731 ",0.98,0.7,1.21,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
North Carolina,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,116,3837,"$5,264,000 ","$123,768,754 ","$635,634,751 ","$8,031,533,731 ",0.77,0.7,0.83,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Oklahoma,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,118,3837,"$1,418,394 ","$123,768,754 ","$69,010,527 ","$8,031,533,731 ",0.9,0.7,2.06,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Oregon,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,144,3837,"$5,550,416 ","$123,768,754 ","$705,249,103 ","$8,031,533,731 ",0.98,0.7,0.79,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
South Dakota,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,24,3837,"$65,611 ","$123,768,754 ","$7,082,498 ","$8,031,533,731 ",1.07,0.7,0.93,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Tennessee,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,126,3837,"$2,473,743 ","$123,768,754 ","$132,670,174 ","$8,031,533,731 ",0.95,0.7,1.86,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Utah,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,93,3837,"$1,369,592 ","$123,768,754 ","$169,223,127 ","$8,031,533,731 ",0.76,0.7,0.81,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Virginia,4150,0,OPTICAL GOODS MFG. NOC,Manufacturing,119,3837,"$5,784,546 ","$123,768,754 ","$946,842,554 ","$8,031,533,731 ",0.76,0.7,0.61,1.54,0.82,50%,Written safety program,0,0,Low claims frequency (< 2) class code,0,Specialized Carrier recommended,Nonstandard risk type: Manufacturing,0,0,Average loss ratio for class above 50%,0,0,0,0,0
Alabama,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,271,26624,"$11,322,159 ","$775,331,498 ","$69,044,304 ","$6,937,151,483 ",0.88,0.92,16.4,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Arizona,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,536,26624,"$9,936,433 ","$775,331,498 ","$146,598,266 ","$6,937,151,483 ",0.92,0.92,6.78,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Arkansas,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,391,26624,"$8,122,429 ","$775,331,498 ","$96,279,455 ","$6,937,151,483 ",0.9,0.92,8.44,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Colorado,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,592,26624,"$13,056,444 ","$775,331,498 ","$139,606,544 ","$6,937,151,483 ",0.94,0.92,9.35,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Connecticut,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,280,26624,"$10,660,584 ","$775,331,498 ","$93,715,495 ","$6,937,151,483 ",0.92,0.92,11.38,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Florida,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,3123,26624,"$172,061,580 ","$775,331,498 ","$1,165,480,610 ","$6,937,151,483 ",0.95,0.92,14.76,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Illinois,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,1362,26624,"$66,341,147 ","$775,331,498 ","$441,122,965 ","$6,937,151,483 ",0.94,0.92,15.04,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Kansas,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,302,26624,"$6,619,483 ","$775,331,498 ","$96,674,669 ","$6,937,151,483 ",0.87,0.92,6.85,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Kentucky,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,333,26624,"$8,613,457 ","$775,331,498 ","$56,028,436 ","$6,937,151,483 ",0.86,0.92,15.37,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Maryland,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,342,26624,"$15,763,711 ","$775,331,498 ","$148,900,977 ","$6,937,151,483 ",0.9,0.92,10.59,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Mississippi,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,272,26624,"$8,728,601 ","$775,331,498 ","$57,992,468 ","$6,937,151,483 ",0.93,0.92,15.05,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Missouri,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,1112,26624,"$29,903,596 ","$775,331,498 ","$305,044,275 ","$6,937,151,483 ",0.91,0.92,9.8,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Montana,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,267,26624,"$6,464,167 ","$775,331,498 ","$46,423,875 ","$6,937,151,483 ",0.95,0.92,13.92,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Nebraska,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,306,26624,"$6,247,807 ","$775,331,498 ","$64,531,711 ","$6,937,151,483 ",0.95,0.92,9.68,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Nevada,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,152,26624,"$12,030,195 ","$775,331,498 ","$67,901,737 ","$6,937,151,483 ",0.92,0.92,17.72,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
North Carolina,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,1658,26624,"$43,986,941 ","$775,331,498 ","$435,455,537 ","$6,937,151,483 ",0.92,0.92,10.1,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
Oklahoma,5538,0,SHEET METAL WORK-SHOP AND OUTSIDE-NOC & DRIVERS,Contracting,515,26624,"$10,848,621 ","$775,331,498 ","$111,441,278 ","$6,937,151,483 ",0.96,0.92,9.73,11.18,2.44,53%,No subcontracted labor,Local travel radius less than 50 miles,0,0,0,Out of state work or travel,Height exposures between 10 to 30 feet,Majority exterior vs. interior work,High claims frequency (> 2) class code,Average loss ratio for class above 50%,Travel radius greater than 50 miles,Subcontracted labor over 30% ,Work over 30 feet or under 5 feet ,0,0
