Alabama,93501,24,Atlantic Specialty Insurance - Tier 3,  N/A ,3/1/2012,FL,3/1/2012,No,1.53,1.53,$200 
Alabama,91801,280,AUTO OWNER INS COMPANY - TIER 2,  N/A ,3/1/2012,FX,3/16/2012,No,1.46,1.46,$200 
Alabama,18988,280,AUTO-OWNERS INS CO,"$5,852,613 ",3/1/2012,FX,3/16/2012,No,1.53,1.53,$200 
Alabama,18538,9031,BANCINSURE INC,"$15,593 ",3/1/2012,FL,3/1/2012,No,1.4,1.4,$200 
Alabama,33162,689,BANKERS INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.5,1.5,$200 
Alabama,18279,826,BANKERS STANDARD INS CO,"$77,865 ",3/1/2012,FL,3/1/2012,No,1.122,1.122,$200 
Alabama,20591,901,BANKERS STD FIRE & MARINE CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.32,1.32,$200 
Alabama,41394,9032,BENCHMARK INS CO,"$6,953,700 ",3/1/2011,FX,2/13/2012,No,1.195,1.316,$200 
Alabama,38911,98,BERKLEY NATIONAL INSURANCE CO,$452 ,3/1/2012,FL,3/1/2012,No,1.24,1.24,$200 
Alabama,29580,98,BERKLEY REGIONAL INS CO,"$99,453 ",3/1/2012,FL,3/1/2012,No,1.68,1.68,$200 
Alabama,20095,150,BITUMINOUS CAS CORP,"$245,657 ",3/1/2012,FL,3/1/2012,No,1.376,1.376,$200 
Alabama,10335,1255,BRIDGEFIELD CAS INS CO,"$10,864,623 ",3/1/2012,FX,6/1/2012,No,1.679,1.679,$200 
Alabama,10701,1255,BRIDGEFIELD EMPLOYERS INS CO,"$271,467 ",3/1/2012,FX,6/1/2012,No,1.175,1.175,$200 
Alabama,13528,9035,BROTHERHOOD MUT INS CO,$462 ,3/1/2012,FL,3/1/2012,No,1.159,1.159,$200 
Alabama,10464,262,CANAL INS CO,"$142,620 ",3/1/2011,FX,5/1/2011,No,1.357,1.494,$200 
Alabama,30589,9043,CAPITAL CITY INS CO INC,  N/A ,3/1/2012,FL,3/1/2012,No,1.35,1.35,$200 
Alabama,10510,98,CAROLINA CAS INS CO,"$123,416 ",3/1/2012,FL,3/1/2012,No,1.76,1.76,$200 
Alabama,25615,41,CHARTER OAK FIRE INS CO,"$1,234,330 ",3/1/2012,FL,6/1/2012,No,1.54,1.54,$200 
Alabama,10052,38,CHUBB NATIONAL INS CO,  N/A ,3/1/2012,FL,11/1/2012,No,1.859,1.859,$200 
Alabama,18767,9047,CHURCH MUT INS CO,"$564,533 ",3/1/2012,FL,3/1/2012,No,1.481,1.481,$200 
Alabama,28665,244,CINCINNATI CAS CO,"$351,513 ",3/1/2012,FL,3/1/2012,No,1.643,1.643,$200 
Alabama,10677,244,CINCINNATI INS CO,"$219,183 ",3/1/2012,FL,3/1/2012,No,1.478,1.478,$200 
Alabama,31534,88,CITIZENS INS CO OF AMER,$470 ,3/1/2012,FL,3/1/2012,No,1.33,1.33,$200 
Alabama,19640,807,COLUMBIA NATL INS CO,  N/A ,3/1/2012,FL,12/1/2012,No,1.433,1.433,$200 
Alabama,10794,661,COMPANION COMMERCIAL INS CO,"$681,712 ",3/1/2012,FX,5/1/2012,No,1.4,1.4,$200 
Alabama,12157,661,COMPANION PROP & CAS INS CO,"$5,052,895 ",3/1/2012,FX,5/1/2012,No,1.4,1.4,$200 
Alabama,28258,9050,CONTINENTAL IND CO,"$812,094 ",3/1/2012,FL,3/1/2012,No,1.45,1.45,$200 
Alabama,10804,98,CONTINENTAL WESTERN INS CO,"$43,531 ",3/1/2012,FX,4/1/2012,No,2,2,$200 
Alabama,20044,31,CORNHUSKER CAS CO,"$562,451 ",3/1/2012,FL,3/1/2012,No,1.629,1.629,$200 
Alabama,10855,31,CYPRESS INS CO,"($34,307)",3/1/2012,FL,3/1/2012,No,1.629,1.629,$200 
Alabama,42048,920,DIAMOND STATE INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.67,1.67,$200 
Alabama,36463,164,DISCOVER PROP & CAS INS CO,"$76,037 ",3/1/2012,FL,6/1/2012,No,1.26,1.26,$200 
Alabama,13019,9056,EASTERN ADVANTAGE ASSURANCE,$570 ,3/1/2012,FL,3/1/2012,No,1.2,1.2,$200 
Alabama,14702,828,EASTGUARD INS CO,"$36,059 ",3/1/2012,FL,3/1/2012,No,1.32,1.32,$200 
Alabama,25186,62,EMC PROP & CAS INS CO,$425 ,3/1/2011,FX,8/1/2011,No,1.19,1.31,$200 
Alabama,21407,62,EMCASCO INS CO,"$26,485 ",3/1/2011,FX,8/1/2011,No,1.35,1.486,$200 
Alabama,25402,1237,EMPLOYERS ASSURANCE CO,"$190,809 ",3/1/2012,FL,3/1/2012,No,1.38,1.38,$200 
Alabama,21458,111,EMPLOYERS INS  OF WAUSAU,"$1,943,018 ",3/1/2012,FL,3/1/2012,No,1.947,1.947,$200 
Alabama,21415,62,EMPLOYERS MUT CAS CO,"$204,528 ",3/1/2011,FX,8/1/2011,No,1.59,1.751,$200 
Alabama,10346,1237,Employers Preferred,"$626,370 ",3/1/2012,FL,3/20/2012,No,1.2,1.2,$200 
Alabama,39845,350,EMPLOYERS REINS CORP,"$19,374 ",3/1/2012,FL,3/1/2012,No,1.418,1.418,$200 
Alabama,10120,1120,EVEREST NATL INS CO,"$316,778 ",3/1/2012,FL,3/1/2012,No,1.551,1.551,$200 
Alabama,26921,1120,EVEREST REINS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.551,1.551,$200 
Alabama,21652,212,FARMERS INS EXCH,"$291,570 ",3/1/2012,FL,5/1/2012,No,1.8,1.8,$200 
Alabama,41483,41,FARMINGTON CAS CO,"$5,801,161 ",3/1/2012,FL,6/1/2012,No,0.84,0.84,$200 
Alabama,13838,140,FARMLAND MUT INS CO,"$218,990 ",3/1/2012,FL,5/1/2012,No,1.49,1.49,$200 
Alabama,92801,140,Farmland Mutual Insurance Company - Tier 2,  N/A ,3/1/2012,FL,5/1/2012,No,1.655,1.655,$200 
Alabama,92901,140,Farmland Mutual Insurance Company - Tier 3,  N/A ,3/1/2012,FL,5/1/2012,No,1.821,1.821,$200 
Alabama,10178,474,FCCI  MUT INS CO,"$1,425,951 ",3/1/2012,FX,8/1/2012,No,1.278,1.278,$200 
Alabama,20281,38,FEDERAL INS CO,"$3,504,130 ",3/1/2012,FL,3/1/2012,No,1.859,1.859,$200 
Alabama,13935,7,FEDERATED MUT INS CO,"$1,948,419 ",3/1/2012,FL,9/1/2012,No,1.411,1.411,$200 
Alabama,11118,9063,FEDERATED RURAL ELECTRIC INS CORP,"$17,221 ",3/1/2012,FL,3/1/2012,No,1.37,1.37,$200 
Alabama,10385,9064,FFVA MUT INS CO,"$1,426,267 ",3/1/2012,FL,3/1/2012,No,1.159,1.159,$200 
Alabama,39306,212,FIDELITY & DEPOSIT CO OF MD,  N/A ,3/1/2012,FL,3/1/2012,No,1.54,1.54,$200 
Alabama,35386,196,FIDELITY & GUARANTY INS CO,"$218,137 ",3/1/2012,FL,6/1/2012,No,0.98,0.98,$200 
Alabama,25879,164,FIDELITY & GUARANTY INS UNDERWRITERS,  N/A ,3/1/2012,FL,6/1/2012,No,1.54,1.54,$200 
Alabama,21784,98,FIREMENS INS CO OF WASHINGTON DC,  N/A ,3/1/2012,FX,4/1/2012,No,0.934,0.934,$200 
Alabama,33588,111,FIRST LIBERTY INS CORP,"$1,195,310 ",3/1/2012,FL,3/1/2012,No,1.558,1.558,$200 
Alabama,24724,163,FIRST NATL INS CO OF AMER,"$142,843 ",3/1/2012,FL,6/1/2012,No,1.848,1.848,$200 
Alabama,10699,9069,FLORIDA HOSPITALITY MUT INS CO,"$221,655 ",3/1/2012,FL,3/1/2012,No,1.2,1.2,$200 
Alabama,13978,349,FLORISTS MUT INS CO,"$242,282 ",3/1/2012,FL,3/1/2012,No,1.256,1.256,$200 
Alabama,11600,9071,Frank Winston Crum Ins Co,"$564,579 ",3/1/2012,FL,3/1/2012,No,1.287,1.287,$200 
Alabama,13986,1309,FRANKENMUTH MUT INS CO,"$200,861 ",3/1/2012,FL,3/1/2012,No,1.67,1.67,$200 
Alabama,24414,400,GENERAL CAS CO OF WI,"$41,824 ",3/1/2012,FL,12/1/2012,No,1.68,1.68,$200 
Alabama,24732,163,GENERAL INS CO OF AMER,"$6,783 ",3/1/2012,FL,6/1/2012,No,1.76,1.76,$200 
Alabama,11258,587,GEORGIA CAS & SURETY CO,"$44,364 ",3/1/2012,FL,3/1/2012,No,1.433,1.433,$200 
Alabama,41343,604,GERLING AMER INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.29,1.29,$200 
Alabama,26832,84,GREAT AMERICAN ALLIANCE INS CO,"$2,311,229 ",3/1/2012,FL,3/1/2012,No,1.45,1.45,$200 
Alabama,26344,84,GREAT AMERICAN ASSUR CO,"$5,277 ",3/1/2012,FL,3/1/2012,No,1.53,1.53,$200 
Alabama,16691,84,GREAT AMERICAN INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.53,1.53,$200 
Alabama,22136,84,GREAT AMERICAN INS CO OF NY,"$1,223,316 ",3/1/2012,FL,3/1/2012,No,1.7,1.7,$200 
Alabama,11371,150,GREAT WEST CAS CO,"$463,984 ",3/1/2012,FL,3/1/2012,No,1.562,1.562,$200 
Alabama,22322,784,GREENWICH INS CO,"$140,033 ",3/1/2012,FL,3/1/2012,No,1.688,1.688,$200 
Alabama,42803,303,GUIDEONE ELITE INS CO,($436),3/1/2012,FL,3/1/2012,No,1.135,1.135,$200 
Alabama,15032,303,GUIDEONE MUT INS CO,"$302,767 ",3/1/2012,FL,3/1/2012,No,1.462,1.462,$200 
Alabama,36064,88,HANOVER AMER INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.26,1.26,$200 
Alabama,22292,88,HANOVER INS CO,"$80,424 ",3/1/2012,FL,3/1/2012,No,1.581,1.581,$200 
Alabama,23582,253,HARLEYSVILLE INS CO,"$9,654 ",3/1/2012,FL,12/1/2012,No,1.79,1.79,$200 
Alabama,14168,253,HARLEYSVILLE MUT INS CO,"$24,246 ",3/1/2012,FL,3/1/2012,No,1.41,1.41,$200 
Alabama,35696,253,HARLEYSVILLE PREFERRED INS CO,"$229,362 ",3/1/2012,FL,12/1/2012,No,1.19,1.19,$200 
Alabama,26182,253,HARLEYSVILLE WORCESTER INS CO,"($6,271)",3/1/2012,FL,12/1/2012,No,1.49,1.49,$200 
Alabama,22357,91,HARTFORD ACCID & IND CO,"$777,666 ",3/1/2012,FL,3/1/2012,No,1.588,1.588,$200 
Alabama,29424,91,HARTFORD CAS INS CO,"$4,353,869 ",3/1/2012,FL,3/1/2012,No,1.401,1.401,$200 
Alabama,19682,91,HARTFORD FIRE IN CO,"$1,715,564 ",3/1/2012,FL,3/1/2012,No,1.681,1.681,$200 
Alabama,37478,91,HARTFORD INS CO OF THE MIDWEST,"$1,833,440 ",3/1/2012,FL,3/1/2012,No,1.494,1.494,$200 
Alabama,30104,91,HARTFORD UNDERWRITERS INS CO,"$2,685,023 ",3/1/2012,FL,3/1/2012,No,2.055,2.055,$200 
Alabama,35408,9085,Imperium Insurance Co.,"$319,180 ",3/1/2012,FL,3/1/2012,No,1.12,1.12,$200 
Alabama,93201,9085,Imperium Insurance Company - Tier 2,  N/A ,3/1/2012,FL,3/1/2012,No,1.493,1.493,$200 
Alabama,93301,9085,Imperium Insurance Company - Tier 3,  N/A ,3/1/2012,FL,5/1/2012,No,1.866,1.866,$200 
Alabama,43575,901,INDEMNITY INS CO OF NORTH AMER,"$5,869,298 ",3/1/2012,FL,3/1/2012,No,1.122,1.122,$200 
Alabama,22713,901,INSURANCE CO OF NORTH AMER,"$126,916 ",3/1/2012,FL,3/1/2012,No,1.518,1.518,$200 
Alabama,37257,517,INSURANCE CORP OF HANNOVER,"$740,224 ",3/1/2012,FL,4/1/2012,No,1.64,1.64,$200 
Alabama,10885,98,KEY RISK INS CO,  N/A ,3/1/2012,FL,1/1/2012,No,1.446,1.446,$200 
Alabama,29750,9089,KODIAK INS CO,"($18,680)",3/1/2008,FX,6/1/2008,No,1.25,1.674,$200 
Alabama,42404,111,LIBERTY INS CORP,"$6,767,424 ",3/1/2012,FL,3/1/2012,No,1.038,1.038,$200 
Alabama,23035,111,LIBERTY MUT FIRE INS CO,"$4,986,964 ",3/1/2012,FL,3/1/2012,No,1.298,1.298,$200 
Alabama,23043,111,LIBERTY MUTUAL INSURANCE CO,"$1,914,810 ",3/1/2012,FL,3/1/2012,No,1.947,1.947,$200 
Alabama,11075,484,LION INS CO,  N/A ,3/1/2012,FL,7/15/2012,No,1.41,1.41,$200 
Alabama,33600,111,LM INS CORP,"$389,460 ",3/1/2012,FL,3/1/2012,No,0.844,0.844,$200 
Alabama,23108,9097,LUMBERMENS UNDERWRITING ALLIANCE,"$751,607 ",3/1/2012,FL,3/1/2012,No,1.57,1.57,$200 
Alabama,42617,413,MAG MUT INS CO,"$343,864 ",3/1/2008,FX,9/1/2008,No,1.273,1.705,$200 
Alabama,36897,767,MANUFACTURERS ALLIANCE INS CO,"$389,042 ",3/1/2012,FL,3/1/2012,No,1.515,1.515,$200 
Alabama,38970,9200,MARKEL INS CO,"$317,336 ",3/1/2012,FL,3/1/2012,No,1.35,1.35,$200 
Alabama,19356,212,MARYLAND CAS CO,"$98,855 ",3/1/2012,FL,5/1/2012,No,1.8,1.8,$200 
Alabama,22306,88,MASSACHUSETTS BAY INS CO,"$267,574 ",3/1/2012,FL,3/1/2012,No,1.4,1.4,$200 
Alabama,33391,568,MEDICAL ASSUR CO INC,"$45,670 ",3/1/2012,FL,3/1/2012,No,1.279,1.279,$200 
Alabama,11030,9101,MEMIC IND CO,"$1,749 ",3/1/2012,FL,3/1/2012,No,1.55,1.55,$200 
Alabama,23353,122,MERIDIAN SECURITY INS CO,"$35,436 ",3/1/2009,FX,11/5/2009,No,1.255,1.674,$200 
Alabama,21687,212,MID-CENTURY INS CO,"$131,936 ",3/1/2012,FL,5/1/2012,No,1.352,1.352,$200 
Alabama,23434,169,MIDDLESEX INS CO,"($3,118)",3/1/2012,FL,3/1/2012,No,1.438,1.438,$200 
Alabama,23612,98,MIDWEST EMPLOYERS CAS CO,"$337,303 ",3/1/2012,FL,3/1/2012,No,1.34,1.34,$200 
Alabama,26662,215,MILWAUKEE CAS INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.21,1.21,$200 
Alabama,22551,9110,MITSUI MARINE & FIRE INS CO OF AMER,"$228,898 ",3/1/2012,FL,3/1/2012,No,1.786,1.786,$200 
Alabama,32506,9112,MONROE GUARANTY INS CO,"$254,646 ",3/1/2012,FX,8/1/2012,No,1.837,1.837,$200 
Alabama,11991,140,NATIONAL CAS CO,"$126,494 ",3/1/2012,FL,3/1/2012,No,1.3,1.3,$200 
Alabama,92301,140,NATIONAL CASUALTY CO - Tier 2,  N/A ,3/1/2012,FL,3/1/2012,No,1.495,1.495,$200 
Alabama,32620,84,NATIONAL INTERSTATE INS CO,"$230,118 ",3/1/2012,FL,3/1/2012,No,1.1,1.1,$200 
Alabama,20052,31,NATIONAL LIAB & FIRE INS CO,"$9,240,880 ",3/1/2012,FL,9/1/2012,No,1.386,1.386,$200 
Alabama,93601,31,National Liability and Fire - Tier 3,  N/A ,3/1/2012,FL,9/1/2012,No,1.96,1.96,$200 
Alabama,91301,31,NATIONAL LIABILITY AND FIRE INS CO - TIER 2,  N/A ,3/1/2012,FL,9/1/2012,No,1.59,1.59,$200 
Alabama,20141,474,NATIONAL TRUST INS CO,"$5,464,355 ",3/1/2012,FX,8/1/2012,No,1.022,1.022,$200 
Alabama,28223,140,NATIONWIDE AGRIBUSINESS INS CO,"$165,428 ",3/1/2012,FL,5/1/2012,No,1.418,1.418,$200 
Alabama,93001,140,Nationwide Agribusiness Insurance Company - Tier 2,  N/A ,3/1/2012,FL,5/1/2012,No,1.576,1.576,$200 
Alabama,93101,140,Nationwide Agribusiness Insurance Company - Tier 3,  N/A ,3/1/2012,FL,5/1/2012,No,1.734,1.734,$200 
Alabama,23787,140,NATIONWIDE MUT INS CO,"$30,579 ",3/1/2012,FL,12/1/2012,No,1.49,1.49,$200 
Alabama,23779,140,NATIONWIDE MUTUAL FIRE INSURANCE CO,"$151,793 ",3/1/2012,FX,7/1/2012,No,2.401,2.401,$200 
Alabama,37877,140,NATIONWIDE PROP & CAS INS CO,"$21,402 ",3/1/2012,FX,7/1/2012,No,2.409,2.409,$200 
Alabama,16608,256,NEW YORK MARINE & GNRL INS CO,"$15,196 ",3/1/2012,FL,3/1/2012,No,1.42,1.42,$200 
Alabama,32301,9116,NICHIDO FIRE & MARINE INS CO LTD,"$35,007 ",3/1/2012,FL,3/1/2012,No,1.185,1.185,$200 
Alabama,27073,9117,NIPPONKOA INS CO LTD U.S. BRANCH,"$5,351 ",3/1/2012,FL,6/1/2012,No,1.4,1.4,$200 
Alabama,31470,828,NORGUARD INS CO,"$200,824 ",3/1/2012,FL,3/1/2012,No,1.53,1.53,$200 
Alabama,29700,181,NORTH AMERICAN ELITE INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.908,1.908,$200 
Alabama,29874,181,NORTH AMERICAN SPECIALTY INS CO,"($38,267)",3/1/2012,FL,3/1/2012,No,1.631,1.631,$200 
Alabama,27740,1141,NORTH POINTE INS CO,"$137,399 ",3/1/2012,FL,4/1/2012,No,1.435,1.435,$200 
Alabama,19372,212,NORTHERN INS CO OF NY,"$376,744 ",3/1/2012,FL,5/1/2012,No,1.475,1.475,$200 
Alabama,42552,9120,NOVA CAS CO,"$168,306 ",3/1/2012,FL,7/1/2012,No,1.45,1.45,$200 
Alabama,24074,148,OHIO CAS INS CO,"$201,404 ",3/1/2012,FL,6/1/2012,No,1.815,1.815,$200 
Alabama,24082,148,OHIO SECURITY INS CO,"$22,725 ",3/1/2012,FL,6/1/2012,No,1.672,1.672,$200 
Alabama,24139,150,Old Republic General,"$1,221,069 ",3/1/2012,FL,3/1/2012,No,1.44,1.44,$200 
Alabama,24147,150,OLD REPUBLIC INS CO,"$1,591,392 ",3/1/2012,FL,3/1/2012,No,1.52,1.52,$200 
Alabama,21970,77,OneBeacon (CGU),"$288,150 ",3/1/2012,FL,3/1/2012,No,1.148,1.148,$200 
Alabama,32700,280,OWNERS INS CO,"$2,159,726 ",3/1/2012,FX,3/16/2012,No,1.34,1.34,$200 
Alabama,90801,280,OWNERS INS CO - TIER 2,  N/A ,3/1/2012,FX,3/16/2012,No,1.28,1.28,$200 
Alabama,22748,901,PACIFIC EMPLOYERS INS CO,"$626,930 ",3/1/2012,FL,3/1/2012,No,1.687,1.687,$200 
Alabama,23442,169,PATRIOT GENERAL INS CO,"$4,072 ",3/1/2012,FL,3/1/2012,No,1.278,1.278,$200 
Alabama,14982,125,PENN MILLERS INS CO,"$70,852 ",3/1/2012,FL,3/1/2012,No,1.995,1.995,$200 
Alabama,92601,125,Penn Millers Insurance Company - Tier 2,  N/A ,3/1/2012,FL,3/1/2012,No,1.784,1.784,$200 
Alabama,32859,1218,PENN-AMER INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.75,1.75,$200 
Alabama,12262,767,PENNSYLVANIA MANUFACTURERS ASN INS C,"$534,816 ",3/1/2012,FL,3/1/2012,No,1.317,1.317,$200 
Alabama,41424,767,PENNSYLVANIA MANUFACTURERS IND CO,"$684,180 ",3/1/2012,FL,3/1/2012,No,1.185,1.185,$200 
Alabama,13714,775,PHARMACISTS MUT INS CO,"$696,979 ",3/1/2012,FL,3/1/2012,No,1.606,1.606,$200 
Alabama,25623,41,PHOENIX INS CO,"$7,551,448 ",3/1/2012,FL,6/1/2012,No,0.98,0.98,$200 
Alabama,10800,9133,PREMIER GRP INS CO INC,"$393,163 ",3/1/2012,FL,3/1/2012,No,1.616,1.616,$200 
Alabama,34690,91,PROPERTY & CAS INS CO OF HARTFORD,"$150,878 ",3/1/2012,FL,3/1/2012,No,1.961,1.961,$200 
Alabama,12416,867,PROTECTIVE INS CO,"$730,406 ",3/1/2009,FX,3/1/2009,No,1.492,1.99,$200 
Alabama,39217,796,QBE INS CORP,"$40,307 ",3/1/2012,FL,4/1/2012,No,1.845,1.845,$200 
Alabama,37303,329,REDLAND INS CO,  N/A ,3/1/2012,FL,3/1/2012,No,1.35,1.35,$200 
Alabama,24449,400,REGENT INSURANCE COMPANY,"$25,551 ",3/1/2012,FL,12/1/2012,No,1.445,1.445,$200 
Alabama,22179,84,REPUBLIC IND CO OF AMER,  N/A ,3/1/2012,FL,4/30/2012,No,1.48,1.48,$200 
Alabama,36684,9137,RIVERPORT INSURANCE,"$12,662 ",3/1/2012,FL,4/22/2012,No,1.46,1.46,$200 
Alabama,13056,783,RLI INS CO,"$15,691 ",3/1/2012,FL,3/1/2012,No,1.6,1.6,$200 
Alabama,12839,9138,ROAD CONTRACTORS MUT INS CO,"$96,137 ",3/1/2012,FL,3/1/2012,No,1.359,1.359,$200 
Alabama,35505,141,ROCKWOOD CAS INS CO,"$949,779 ",3/1/2012,FL,3/1/2012,No,1.44,1.44,$200 
Alabama,24678,553,ROYAL IND CO,"$236,791 ",3/1/2012,FL,3/1/2012,No,1.586,1.586,$200 
Alabama,38300,9144,SAMSUNG FIRE & MARINE INS CO LTD,  N/A ,3/1/2012,FL,12/1/2012,No,0.876,0.876,$200 
Alabama,15563,108,Seabright Insurance,"$2,082,649 ",3/1/2012,FL,3/1/2012,No,1.154,1.154,$200 
Alabama,92401,108,SEABRIGHT INSURANCE COMPANY - Tier 2,  N/A ,3/1/2012,FL,3/1/2012,No,1.443,1.443,$200 
Alabama,92501,108,SEABRIGHT INSURANCE COMPANY - Tier 3,  N/A ,3/1/2012,FL,3/1/2012,No,1.732,1.732,$200 
Alabama,19879,215,SECURITY NATL INS CO,$367 ,3/1/2012,FL,3/1/2012,No,1.029,1.029,$200 
Alabama,19259,242,SELECTIVE INS CO OF SC,"$4,158 ",3/1/2012,FX,3/1/2012,No,1.323,1.323,$200 
Alabama,39926,242,SELECTIVE INS CO OF THE SOUTHEAST,"$71,212 ",3/1/2012,FX,3/1/2012,No,1.323,1.323,$200 
Alabama,10936,1271,SENECA INS CO INC,  N/A ,3/1/2012,FL,3/1/2012,No,1.361,1.361,$200 
Alabama,11000,9147,SENTINEL INS CO LTD,"$3,386,305 ",3/1/2012,FL,3/1/2012,No,1.308,1.308,$200 
